epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
235,3188.5,1.08787,4.55251,0.32227,0.80827,1.6593,0.99602,0.94203,0.98196,0.59412,0.62402,0.6087,0.47605,0.1412,1.36699,4.2956,0.17915,0.55935,2.03773,0.000111304,0.000111304,0.000111304
236,3201.65,1.1446,4.30254,0.30438,0.82185,1.69155,0.99463,0.94203,0.98187,0.59301,0.65344,0.63768,0.50879,0.16104,1.35229,4.26313,0.18253,0.54783,2.02483,0.000109099,0.000109099,0.000109099
237,3214.67,1.0865,4.25845,0.29868,0.7789,1.64647,0.9907,0.94203,0.98209,0.59895,0.66929,0.63768,0.52734,0.16038,1.33169,4.27485,0.18612,0.53452,2.01141,0.000106922,0.000106922,0.000106922
238,3228.22,1.13752,4.1637,0.29258,0.8342,1.69184,0.98294,0.94203,0.98057,0.60213,0.66293,0.63768,0.52933,0.15713,1.32501,4.30122,0.19244,0.53769,2.00437,0.000104773,0.000104773,0.000104773
239,3242.46,1.0879,4.02937,0.27066,0.75996,1.62918,0.99062,0.94203,0.97184,0.59787,0.63798,0.6087,0.49543,0.15654,1.36314,4.29671,0.19247,0.54795,2.04144,0.000102654,0.000102654,0.000102654
240,3255.63,1.08935,4.11057,0.30078,0.7872,1.65488,0.99543,0.94203,0.97058,0.59609,0.65824,0.62319,0.53389,0.15681,1.39849,4.27175,0.18773,0.56599,2.08696,0.000100563,0.000100563,0.000100563
241,3268.86,1.12116,4.24196,0.29681,0.81836,1.66854,0.99471,0.94203,0.97921,0.58942,0.67327,0.63768,0.54763,0.15013,1.40715,4.24979,0.18506,0.57635,2.10336,9.85018e-05,9.85018e-05,9.85018e-05
242,3282.05,1.14254,4.1655,0.30243,0.83085,1.70356,0.99514,0.94203,0.97976,0.58463,0.6888,0.65217,0.55743,0.1573,1.39436,4.23363,0.17879,0.57329,2.09971,9.647e-05,9.647e-05,9.647e-05
243,3295.71,1.07617,3.92227,0.28715,0.7646,1.63973,0.99472,0.94203,0.97942,0.58595,0.70369,0.66667,0.56474,0.15514,1.37173,4.22675,0.17818,0.56384,2.08475,9.44679e-05,9.44679e-05,9.44679e-05
244,3308.75,1.09365,4.3432,0.28622,0.79499,1.636,0.99571,0.94203,0.9794,0.59159,0.70368,0.66667,0.55253,0.15611,1.35325,4.21738,0.18078,0.5492,2.06613,9.24957e-05,9.24957e-05,9.24957e-05
245,3321.82,1.08788,4.20906,0.28844,0.78435,1.66964,0.98525,0.96786,0.98214,0.59673,0.70405,0.66667,0.55667,0.15679,1.3413,4.1941,0.18116,0.55063,2.05272,9.05537e-05,9.05537e-05,9.05537e-05
246,3334.89,1.11529,4.36598,0.29465,0.7966,1.67291,0.98337,0.97101,0.98223,0.60083,0.67353,0.63768,0.51165,0.14886,1.35267,4.19803,0.18442,0.55469,2.06572,8.8642e-05,8.8642e-05,8.8642e-05
247,3348.39,1.12267,4.29238,0.30208,0.78815,1.68991,0.98317,0.97101,0.98197,0.60217,0.68834,0.65217,0.5477,0.15196,1.36259,4.21059,0.18839,0.56165,2.07407,8.6761e-05,8.6761e-05,8.6761e-05
248,3361.83,1.11034,4.19065,0.29654,0.81432,1.68632,0.98489,0.97101,0.98196,0.60253,0.68845,0.65217,0.55325,0.15072,1.40841,4.20537,0.18741,0.57978,2.12751,8.49107e-05,8.49107e-05,8.49107e-05
249,3375.38,1.1125,4.17927,0.2979,0.80711,1.67376,1,0.95378,0.98164,0.59195,0.68597,0.65217,0.55734,0.15594,1.43416,4.18016,0.18402,0.58353,2.16046,8.30914e-05,8.30914e-05,8.30914e-05
250,3389.11,1.07387,3.98793,0.29075,0.79412,1.65696,0.9771,0.95652,0.98196,0.60357,0.68736,0.65217,0.55348,0.16124,1.40594,4.16985,0.1817,0.57026,2.12247,8.13033e-05,8.13033e-05,8.13033e-05
251,3402.71,1.09364,4.32433,0.3018,0.82595,1.66249,0.98951,0.92754,0.97969,0.6036,0.64668,0.6087,0.51752,0.15998,1.34802,4.16488,0.18046,0.54566,2.0585,7.95466e-05,7.95466e-05,7.95466e-05
252,3415.94,1.1267,4.04254,0.28382,0.84625,1.66539,0.98691,0.92754,0.98009,0.62331,0.65093,0.62319,0.50038,0.14882,1.32332,4.18308,0.1822,0.54013,2.03107,7.78214e-05,7.78214e-05,7.78214e-05
253,3429.49,1.0765,4.00168,0.28838,0.75924,1.63952,1,0.94004,0.98004,0.61834,0.65132,0.62319,0.49581,0.14517,1.34385,4.20171,0.1836,0.54996,2.05187,7.6128e-05,7.6128e-05,7.6128e-05
254,3442.51,1.1112,4.13848,0.28663,0.76161,1.67108,0.99546,0.94203,0.98007,0.58533,0.64001,0.6087,0.46409,0.14672,1.42043,4.19518,0.18314,0.56953,2.14141,7.44666e-05,7.44666e-05,7.44666e-05
255,3457.33,1.13895,4.06767,0.27879,0.78194,1.65983,0.98124,0.97101,0.98264,0.58302,0.65617,0.62319,0.50187,0.15476,1.43979,4.17153,0.18238,0.57374,2.16117,7.28373e-05,7.28373e-05,7.28373e-05
256,3474.57,1.11767,4.27495,0.3013,0.80751,1.66771,0.98278,0.97101,0.98331,0.60451,0.65226,0.63768,0.51569,0.15975,1.36311,4.15625,0.1825,0.55358,2.07298,7.12403e-05,7.12403e-05,7.12403e-05
257,3488.42,1.09719,4.08136,0.28288,0.76377,1.64299,0.98307,0.97101,0.98367,0.6222,0.63729,0.62319,0.48284,0.15314,1.29543,4.15,0.18239,0.53539,1.99648,6.96758e-05,6.96758e-05,6.96758e-05
258,3503.05,1.11889,4.3254,0.30073,0.79797,1.67456,0.98437,0.97101,0.98416,0.62847,0.66724,0.65217,0.54057,0.15687,1.28573,4.1345,0.18226,0.53089,1.98849,6.8144e-05,6.8144e-05,6.8144e-05
259,3516.04,1.11548,4.20838,0.27808,0.83565,1.67504,0.98527,0.96932,0.98426,0.62211,0.69611,0.664,0.56433,0.16403,1.31628,4.12666,0.18348,0.53873,2.02723,6.6645e-05,6.6645e-05,6.6645e-05
260,3530.21,1.11401,4.05221,0.28545,0.83896,1.66422,0.98525,0.96781,0.98385,0.60008,0.69687,0.68116,0.57127,0.16264,1.37946,4.12154,0.18259,0.55454,2.1033,6.5179e-05,6.5179e-05,6.5179e-05
261,3543.12,1.05602,3.84091,0.28081,0.7391,1.60737,0.98528,0.97002,0.98379,0.59823,0.72535,0.71014,0.62808,0.17039,1.3882,4.12949,0.17997,0.55965,2.11333,6.37461e-05,6.37461e-05,6.37461e-05
262,3556.72,1.10422,4.04172,0.28698,0.81511,1.6714,0.98327,0.97101,0.98394,0.61208,0.72442,0.71014,0.6162,0.16402,1.34195,4.1328,0.17599,0.54092,2.05907,6.23466e-05,6.23466e-05,6.23466e-05
263,3570.08,1.06962,4.02617,0.28024,0.73852,1.61956,0.98283,0.97101,0.98383,0.62251,0.73519,0.72464,0.65527,0.16218,1.3067,4.15689,0.174,0.53214,2.01431,6.09805e-05,6.09805e-05,6.09805e-05
264,3583.07,1.08874,4.0788,0.28108,0.76558,1.67002,0.98282,0.97101,0.98378,0.61791,0.73493,0.72464,0.64924,0.16677,1.29882,4.17462,0.17428,0.52542,2.00493,5.9648e-05,5.9648e-05,5.9648e-05
265,3596.29,1.09027,3.93277,0.28448,0.80189,1.66531,0.98279,0.97101,0.98443,0.61446,0.72028,0.71014,0.61675,0.1669,1.32512,4.18667,0.17588,0.5322,2.03481,5.83493e-05,5.83493e-05,5.83493e-05
266,3609.68,1.07959,4.00442,0.29482,0.78616,1.65624,0.983,0.97101,0.98412,0.60538,0.69458,0.68116,0.59519,0.16222,1.36244,4.21198,0.17646,0.55064,2.08695,5.70845e-05,5.70845e-05,5.70845e-05
267,3622.46,1.08619,3.86064,0.27168,0.76303,1.62834,0.98321,0.97101,0.98429,0.59812,0.69546,0.68116,0.59396,0.16321,1.37425,4.19832,0.17628,0.55845,2.10755,5.58537e-05,5.58537e-05,5.58537e-05
268,3635.96,1.08452,4.09675,0.29035,0.77965,1.66405,0.98369,0.97101,0.98442,0.60608,0.62208,0.6087,0.49262,0.15399,1.35922,4.18229,0.17426,0.55323,2.09073,5.46571e-05,5.46571e-05,5.46571e-05
269,3649.08,1.08962,4.25082,0.2868,0.7481,1.63024,0.98352,0.97101,0.98473,0.61173,0.65169,0.63768,0.53498,0.16476,1.33185,4.16401,0.17259,0.54214,2.05325,5.34949e-05,5.34949e-05,5.34949e-05
270,3662.45,1.07046,3.92455,0.2813,0.76364,1.64054,0.98327,0.97101,0.98488,0.61876,0.66523,0.65217,0.57009,0.15975,1.29493,4.14305,0.17208,0.52716,2.00532,5.2367e-05,5.2367e-05,5.2367e-05
271,3676.12,1.12605,4.26976,0.30966,0.84631,1.69175,1,0.95443,0.98255,0.62059,0.71452,0.69565,0.63625,0.16913,1.30227,4.12622,0.17192,0.52711,2.01079,5.12737e-05,5.12737e-05,5.12737e-05
272,3689.4,1.05789,4.32458,0.28714,0.77891,1.65956,0.99753,0.97101,0.98572,0.61032,0.69959,0.68116,0.62084,0.17497,1.34631,4.11616,0.17196,0.53613,2.05588,5.02151e-05,5.02151e-05,5.02151e-05
273,3702.45,1.10304,3.8406,0.28032,0.80119,1.63897,0.99705,0.97101,0.98541,0.59853,0.69908,0.68116,0.63075,0.17333,1.3778,4.10255,0.17157,0.54107,2.09562,4.91913e-05,4.91913e-05,4.91913e-05
274,3716.38,1.08248,4.21651,0.29946,0.79181,1.64951,0.99628,0.97101,0.98523,0.59994,0.71341,0.69565,0.65161,0.18518,1.37975,4.08646,0.17263,0.53926,2.10373,4.82023e-05,4.82023e-05,4.82023e-05
275,3730.05,1.10049,4.16119,0.30204,0.79758,1.65223,0.9955,0.97101,0.98527,0.59626,0.72782,0.71014,0.67456,0.18388,1.36924,4.08021,0.1721,0.53854,2.092,4.72484e-05,4.72484e-05,4.72484e-05
276,3743.22,1.0548,3.98705,0.27992,0.72851,1.60544,1,0.95202,0.97949,0.60988,0.74365,0.72464,0.68658,0.18579,1.33865,4.08942,0.17294,0.53306,2.05547,4.63297e-05,4.63297e-05,4.63297e-05
277,3757.48,1.10985,4.07233,0.29181,0.81597,1.66339,0.98218,0.95652,0.97932,0.60833,0.77242,0.73787,0.70038,0.18728,1.32678,4.09696,0.17525,0.52768,2.03934,4.54461e-05,4.54461e-05,4.54461e-05
278,3770.67,1.07083,4.11319,0.30397,0.8105,1.63984,0.99742,0.97101,0.98452,0.61424,0.77246,0.73802,0.6993,0.17788,1.30672,4.10502,0.17715,0.52582,2.02443,4.45979e-05,4.45979e-05,4.45979e-05
279,3784.26,1.05636,3.97081,0.28049,0.78412,1.63201,0.99737,0.97101,0.98413,0.61249,0.77254,0.73835,0.69933,0.18158,1.30926,4.12707,0.17855,0.52828,2.02926,4.3785e-05,4.3785e-05,4.3785e-05
280,3797.65,1.10569,4.21012,0.29706,0.80188,1.65956,0.99694,0.97101,0.98383,0.61221,0.7575,0.72436,0.68224,0.17285,1.31521,4.13092,0.17681,0.53335,2.0392,4.30077e-05,4.30077e-05,4.30077e-05
281,3811.2,1.06429,3.85339,0.28971,0.76746,1.63594,0.99676,0.97101,0.98364,0.61036,0.75286,0.72464,0.68574,0.18028,1.322,4.1233,0.17632,0.53175,2.05044,4.22659e-05,4.22659e-05,4.22659e-05
282,3825.44,1.11169,4.07984,0.28695,0.77612,1.65753,0.98151,0.95652,0.98048,0.60641,0.71609,0.69565,0.62413,0.17274,1.32775,4.10437,0.1746,0.53302,2.05268,4.15598e-05,4.15598e-05,4.15598e-05
283,3838.83,1.08083,4.06984,0.29083,0.78436,1.64051,0.98209,0.95652,0.98125,0.60422,0.68615,0.66667,0.57139,0.17069,1.32541,4.11296,0.17359,0.53707,2.04714,4.08895e-05,4.08895e-05,4.08895e-05
284,3852.51,1.0317,4.14162,0.29218,0.75079,1.63262,0.98236,0.97101,0.98234,0.6052,0.68803,0.66667,0.56798,0.16746,1.32564,4.0942,0.17239,0.53687,2.04676,4.0255e-05,4.0255e-05,4.0255e-05
285,3866.89,1.09678,4.17438,0.28895,0.80527,1.66422,0.98289,0.97101,0.98256,0.60671,0.70158,0.68116,0.59696,0.1672,1.31576,4.08695,0.17244,0.5384,2.03263,3.96563e-05,3.96563e-05,3.96563e-05
286,3880.64,1.08057,4.01995,0.28823,0.78158,1.62818,0.98318,0.97101,0.9824,0.61197,0.74679,0.72464,0.6615,0.17619,1.30098,4.08047,0.17131,0.52958,2.01983,3.90936e-05,3.90936e-05,3.90936e-05
287,3894.45,1.05727,3.98554,0.2917,0.76157,1.60908,0.98347,0.97101,0.9896,0.62011,0.74669,0.72464,0.65745,0.17444,1.29993,4.08286,0.17315,0.52723,2.01266,3.85669e-05,3.85669e-05,3.85669e-05
288,3908.16,1.04814,3.86325,0.29805,0.78195,1.62604,0.98359,0.97101,0.98982,0.61934,0.72244,0.69565,0.63351,0.17079,1.29876,4.07549,0.17422,0.5242,2.0094,3.80763e-05,3.80763e-05,3.80763e-05
289,3921.46,1.01018,3.94429,0.27503,0.73024,1.58223,0.9835,0.97101,0.9846,0.60631,0.71173,0.68116,0.61739,0.16524,1.31367,4.07765,0.17528,0.52869,2.02361,3.76219e-05,3.76219e-05,3.76219e-05
290,3934.53,1.1113,4.02269,0.28799,0.79539,1.67041,0.98347,0.97101,0.98511,0.60598,0.71193,0.68052,0.62177,0.16678,1.34634,4.08211,0.17722,0.53139,2.05763,3.72036e-05,3.72036e-05,3.72036e-05
291,3951.93,0.87496,2.82252,0.15235,0.73391,1.58736,0.98511,0.95913,0.98939,0.59636,0.69501,0.68116,0.57445,0.15861,1.35053,4.10567,0.17751,0.54583,2.07106,3.68215e-05,3.68215e-05,3.68215e-05
292,3964.46,0.87246,2.82023,0.15522,0.65402,1.6001,0.95763,0.98271,0.98938,0.58387,0.70427,0.66667,0.54832,0.14952,1.39893,4.1373,0.1803,0.57788,2.14493,3.64756e-05,3.64756e-05,3.64756e-05
293,3976.38,0.86812,2.79354,0.14614,0.58456,1.56327,0.95768,0.98382,0.98971,0.57957,0.6878,0.65217,0.52982,0.14745,1.40973,4.15198,0.18119,0.59061,2.16548,3.61661e-05,3.61661e-05,3.61661e-05
294,3988.3,0.82504,2.76958,0.14491,0.53893,1.52071,0.9392,0.97101,0.98316,0.59246,0.65263,0.62629,0.474,0.13178,1.36387,4.15834,0.18123,0.57563,2.10862,3.58929e-05,3.58929e-05,3.58929e-05
295,3999.67,0.80598,2.83083,0.13793,0.51493,1.48015,0.94142,0.97101,0.98362,0.60188,0.66694,0.63849,0.49285,0.13301,1.32139,4.15568,0.18122,0.55716,2.053,3.56561e-05,3.56561e-05,3.56561e-05
296,4011.31,0.81718,2.69954,0.15066,0.47454,1.52328,0.95089,0.97101,0.98432,0.6068,0.69558,0.66234,0.51469,0.1341,1.28186,4.14612,0.18079,0.53872,2.01011,3.54557e-05,3.54557e-05,3.54557e-05
297,4023.1,0.82152,2.64647,0.14579,0.46379,1.4571,0.95359,0.97101,0.98476,0.61579,0.71079,0.67679,0.53247,0.14251,1.27085,4.1241,0.17744,0.53069,2.00259,3.52917e-05,3.52917e-05,3.52917e-05
298,4034.96,0.83781,2.69585,0.14309,0.45867,1.57647,0.96865,0.98551,0.98707,0.61488,0.69623,0.66437,0.56016,0.15717,1.25968,4.0998,0.17507,0.52291,1.99413,3.51641e-05,3.51641e-05,3.51641e-05
299,4046.72,0.82254,2.693,0.14505,0.43568,1.48687,0.96875,0.98551,0.98774,0.61105,0.66715,0.65217,0.55162,0.16074,1.27151,4.09534,0.17431,0.52133,2.01389,3.50729e-05,3.50729e-05,3.50729e-05
300,4058.63,0.80635,2.75647,0.14234,0.4266,1.49548,0.9688,0.98551,0.98785,0.61406,0.65133,0.63768,0.54457,0.1537,1.31628,4.08468,0.17143,0.52972,2.07235,3.50182e-05,3.50182e-05,3.50182e-05
